PC,Gene,Loading
PC74,ASB6,-0.1638593346886588
PC74,CHN1,-0.15460997173326332
PC74,ADAM2,0.1460477704899361
PC74,PDLIM1,0.1447572198401916
PC74,BRINP2,-0.13292587425719155
PC74,SLC39A8,0.13230113522406825
PC74,SPTLC2,0.12919782074467098
PC74,SUGCT,-0.12225080315369233
PC75,TMEM255A,0.21169926460682303
PC75,RASL11B,-0.15378676204124536
PC75,PCDH9,0.13284676103355794
PC75,RORC,-0.12764975086937494
PC75,SDF2,0.1248780762633833
PC75,NCAM2,0.12411882508865817
PC75,NCOR1,-0.1222357909019455
PC75,PDZK1IP1,0.12075111713250257
PC75,SCGB2A1,0.11633038920719932
PC75,MMP3,-0.10845385348587139
PC76,HSD17B12,0.18142104139011642
PC76,CARS1,0.16027353481206516
PC76,RAB33B,-0.15177608007522458
PC76,CYP27A1,0.1501198922682739
PC76,SOX11,-0.14956815338943308
PC76,STARD3,0.13311578691125378
PC76,SLC12A7,-0.1303777337590654
PC76,ENTPD1-AS1,-0.12054400506880637
PC76,SERPINB5,-0.11563843971606944
PC76,GNA15,-0.1147597550999883
PC77,GNAT3,0.1910786812993101
PC77,TRIM45,-0.17154555844139904
PC77,TENM1,-0.1540160895659576
PC77,PNLIPRP2,0.14803642175798556
PC77,SLC39A8,0.12878178828262532
PC77,STK26,0.12859893067398886
PC77,MZF1,-0.11702623245984717
PC77,KRT37,0.11434790524488779
PC77,CLSTN1,0.11429261189605244
PC77,KCNS3,-0.11225548339011063
PC78,TP53I3,0.20204472143388585
PC78,ANXA3,0.1468309085646765
PC78,AFP,-0.14267214022923536
PC78,MPPED2,0.13463243345480347
PC78,COQ3,-0.13210018725780748
PC78,STAT6,0.12525883035510463
PC78,TENM1,-0.11985456381800583
PC78,MINDY3,-0.119257426163953
PC78,PDZK1IP1,0.11865574631826856
PC78,ARHGEF2,0.11753135510675425
PC79,GNAT3,0.18930618919557196
PC79,TFPI2,0.1776976701418799
PC79,REXO5,0.15521786316204406
PC79,H3C3,0.15122637469991201
PC79,FGFR4,0.13734310653927612
PC79,ELL3,-0.13695267294818178
PC79,RETSAT,-0.13596555963985826
PC79,CRIP2,0.13201512995527975
PC79,BRINP2,-0.13057061377253562
PC79,NFASC,0.12766612562340685
PC80,LIPF,0.1699119425708717
PC80,ENTPD1-AS1,0.15541787857179679
PC80,JUN,0.1532047709579565
PC80,TLR5,-0.14197715774877007
PC80,SHPK,-0.1417231074817894
PC80,TRIM45,-0.13140532641346359
PC80,GLDC,-0.12737857282779178
PC80,TDO2,-0.12116868976034707
PC80,SRPK3,0.11855613591218084
PC80,MAGEA4,0.1172422833003269
PC81,TENM1,0.1752602794186948
PC81,PTPN20,-0.1583846803784272
PC81,CHRNA9,0.1549152409906123
PC81,JUN,-0.13736625544901412
PC81,IL20RA,-0.13383156218919437
PC81,MAGEA4,-0.1331854558538051
PC81,ATP13A1,0.12632959162494645
PC81,CARS1,-0.1244380474227381
PC81,RPS15,0.12209111635867857
PC81,KANK1,0.11849594188189196
PC82,WBP11,0.16080525728460565
PC82,PARD3,-0.1497888163168989
PC82,TFPI,-0.14208983928141775
PC82,OGN,0.1310084841054197
PC82,FIG4,-0.12900169806542408
PC82,MAP3K7CL,0.1284191385773092
PC82,COQ6,-0.12386163387316161
PC82,ELMO2,-0.12345542484630244
PC82,MAB21L4,-0.1225385445187096
PC82,STK26,-0.12207145550369486
PC83,PTPN20,0.16116225707843332
PC83,RASL11B,0.14009684850332013
PC83,KRT37,0.12946959067478805
PC83,TTLL7,0.12926268389578782
PC83,PPARD,-0.12280461621098646
PC83,BRINP2,-0.11865385012198024
PC83,PFKP,0.11771699526672523
PC83,ENTPD1-AS1,0.11674796210581517
PC83,CEACAM6,0.11517374294615364
PC83,MTRR,0.11438767514859015
PC84,SHPK,0.17276696529114421
PC84,RAB33B,-0.1604608773188858
PC84,ASB6,-0.14889720427913108
PC84,KLHDC10,0.1405951201167768
PC84,CLCA2,-0.13744621643071353
PC84,LYZ,0.12764830110044606
PC84,GPHN,0.12537600002821941
PC84,NEDD9,0.11143874946796145
PC84,OGN,-0.11045533446843878
PC84,HSD17B12,0.10868279310640036
PC85,DOCK1,0.14854754631689182
PC85,TBX10,-0.14640379044408575
PC85,PNLIPRP2,-0.1429979858449105
PC85,SLC20A1,-0.13717644545783808
PC85,QRSL1,0.13590491871385577
PC85,NARF,0.133845205068306
PC85,PDP1,-0.13269826722657665
PC85,COX11,0.1268955043051735
PC85,KRT37,0.12441481923426347
PC85,TFPI2,0.12167373701430109
PC86,COQ6,0.1698388842276428
PC86,TENM1,0.1655913139505146
PC86,RARRES1,-0.14699481194520628
PC86,PDP1,-0.14605874576199543
PC86,USP27X,0.13830408538434763
PC86,MAB21L4,-0.13058666512297776
PC86,CZIB,0.126659328552407
PC86,MAGEA4,0.12091406218691711
PC86,SPATA31C2,-0.11946574364090534
PC86,NEDD9,-0.11597302563491971
PC87,RPLP2P1,0.18072322157359605
PC87,H3C7,-0.15487776633643321
PC87,XK,-0.15155590708087918
PC87,SPATA31C2,-0.13118594878991327
PC87,SYNE1,-0.13073741302250586
PC87,FER,0.128802202119261
PC87,HSD17B12,-0.12730090714617812
PC87,LIPF,0.12068586063159904
PC87,SPC25,0.11497607906069651
PC87,PIM2,0.11263775679614237
PC88,OGN,0.2648814520476108
PC88,SUGCT,0.14839664818239381
PC88,AP2B1,0.13410228368688762
PC88,TSFM,-0.13312252984131362
PC88,ZNF225,-0.13089542156355324
PC88,MAGEA4,0.12961663505865156
PC88,CNNM4,0.11906797369142777
PC88,GNAT3,0.11521781307357837
PC88,SLC39A8,-0.11478609069661883
PC88,PNLIPRP2,-0.11450847102802018
PC89,H3C7,0.20346635994227322
PC89,GLDC,0.1744134678145442
PC89,PCDH9,-0.15090854719648697
PC89,UPK1A,-0.1485598350542493
PC89,RTL8C,0.14629661756463816
PC89,GRHPR,-0.14116172826962592
PC89,NCAM2,0.13531243298230136
PC89,CHRNA9,0.1319801694658048
PC89,TNKS,-0.1296268783838321
PC89,PHF2,-0.12812650328214867
PC90,ABCG1,0.16736201594823072
PC90,NCAM2,-0.1600177352179637
PC90,ASB6,-0.13852056377006933
PC90,ANXA3,-0.13531762485113052
PC90,ZNF350,0.1339463642056097
PC90,REXO5,-0.13324526285611477
